Incoming Calls,Outgoing Calls,Answered Calls,Answer Rate,Abandoned Calls,Answer Speed (AVG),Talk Duration (AVG),Waiting Time (AVG),Service Level (20 Seconds),Sales Rep
190,277,186,97.89%,4,00:00:17,00:02:22,00:04:53,84.13%,Rep08
190,260,182,95.79%,8,00:00:10,00:02:40,00:01:38,87.03%,Rep09
169,247,168,99.41%,1,00:00:11,00:02:25,00:01:48,88.17%,Rep03
52,140,50,96.15%,2,00:00:06,00:02:34,00:00:58,92.16%,Rep07
144,269,137,95.14%,7,00:00:14,00:02:36,00:02:56,77.08%,Rep01
36,168,36,100.00%,0,00:00:15,00:02:53,00:01:41,80.56%,Rep07
155,319,148,95.48%,7,00:00:14,00:02:26,00:03:23,81.29%,Rep08
159,152,154,96.86%,5,00:00:16,00:02:41,00:02:12,78.62%,Rep03
115,65,110,95.65%,5,00:00:14,00:02:28,00:02:17,83.19%,Rep06
186,77,173,93.01%,13,00:00:19,00:02:39,00:02:44,73.51%,Rep06
167,394,157,94.01%,10,00:00:23,00:02:32,00:02:49,67.68%,Rep03
146,385,142,97.26%,4,00:00:22,00:02:42,00:01:59,66.90%,Rep10
41,66,31,75.61%,10,00:00:39,00:03:43,00:03:40,48.78%,Rep03
185,206,85,45.95%,100,00:01:49,00:02:46,00:11:01,3.80%,Rep09
149,281,83,55.70%,66,00:01:38,00:02:18,00:10:06,4.83%,Rep03
180,373,115,63.89%,65,00:01:04,00:02:33,00:12:50,23.86%,Rep01
173,303,144,83.24%,29,00:00:38,00:03:00,00:05:32,46.47%,Rep02
176,348,158,89.77%,18,00:00:20,00:02:33,00:05:15,70.35%,Rep09
147,168,120,81.63%,27,00:00:46,00:02:39,00:04:16,39.73%,Rep03
84,47,77,91.67%,7,00:00:17,00:02:07,00:04:30,73.49%,Rep03
325,248,78,24.00%,247,00:03:13,00:03:01,00:17:27,0.00%,Rep10
441,301,103,23.36%,338,00:04:04,00:02:43,00:15:38,0.23%,Rep05
525,176,116,22.10%,409,00:05:08,00:03:08,00:22:56,0.00%,Rep07
610,345,201,32.95%,409,00:03:13,00:02:52,00:19:15,3.52%,Rep09
427,354,282,66.04%,145,00:01:02,00:02:49,00:14:42,24.88%,Rep06
378,69,331,87.57%,47,00:00:43,00:02:37,00:05:30,40.33%,Rep06
80,380,67,83.75%,13,00:00:38,00:03:12,00:05:30,46.25%,Rep02
356,337,320,89.89%,36,00:00:34,00:02:52,00:05:30,52.56%,Rep02
409,370,355,86.80%,54,00:00:44,00:02:55,00:04:21,39.70%,Rep01
352,185,302,85.80%,50,00:00:41,00:03:03,00:05:49,47.40%,Rep08
282,392,239,84.75%,43,00:00:39,00:03:06,00:08:26,51.07%,Rep08
429,300,390,90.91%,39,00:00:38,00:02:41,00:03:40,44.66%,Rep07
310,89,285,91.94%,25,00:00:33,00:02:45,00:04:12,56.11%,Rep09
102,259,94,92.16%,8,00:00:29,00:02:40,00:02:48,63.73%,Rep07
335,335,297,88.66%,38,00:00:39,00:02:33,00:03:42,43.64%,Rep07
313,270,291,92.97%,22,00:00:26,00:02:25,00:03:42,64.29%,Rep05
251,378,240,95.62%,11,00:00:24,00:02:42,00:02:45,67.20%,Rep08
190,347,176,92.63%,14,00:00:24,00:02:31,00:03:53,67.72%,Rep02
188,237,170,90.43%,18,00:00:34,00:02:49,00:06:25,53.23%,Rep03
166,52,160,96.39%,6,00:00:15,00:02:40,00:02:45,81.82%,Rep08
73,307,68,93.15%,5,00:00:15,00:02:13,00:02:28,78.87%,Rep02
170,106,159,93.53%,11,00:00:20,00:02:40,00:04:51,73.21%,Rep09
188,352,181,96.28%,7,00:00:23,00:02:39,00:03:01,68.28%,Rep09
306,295,262,85.62%,44,00:00:44,00:02:48,00:07:37,46.33%,Rep01
201,153,185,92.04%,16,00:00:23,00:02:38,00:02:46,67.34%,Rep07
188,259,184,97.87%,4,00:00:17,00:02:36,00:02:22,79.26%,Rep06
148,154,131,88.51%,17,00:00:31,00:02:51,00:03:36,53.06%,Rep03
21,131,17,80.95%,4,00:00:52,00:03:29,00:11:00,52.38%,Rep06
148,271,129,87.16%,19,00:00:40,00:03:01,00:06:56,45.52%,Rep05
167,332,154,92.22%,13,00:00:17,00:02:43,00:02:49,73.49%,Rep10
169,397,158,93.49%,11,00:00:16,00:02:36,00:01:44,75.00%,Rep02
175,177,163,93.14%,12,00:00:22,00:02:37,00:02:18,71.10%,Rep04
193,298,183,94.82%,10,00:00:16,00:02:49,00:02:48,80.21%,Rep09
154,392,144,93.51%,10,00:00:20,00:02:41,00:02:54,73.51%,Rep04
35,262,34,97.14%,1,00:00:14,00:03:06,00:00:58,77.14%,Rep06
172,204,161,93.60%,11,00:00:20,00:02:48,00:02:32,72.09%,Rep07
195,314,182,93.33%,13,00:00:24,00:02:51,00:03:10,66.84%,Rep01
163,199,157,96.32%,6,00:00:17,00:02:46,00:05:33,82.21%,Rep01
134,74,126,94.03%,8,00:00:30,00:02:58,00:04:59,63.57%,Rep03
158,327,142,89.87%,16,00:00:25,00:02:45,00:02:56,59.35%,Rep03
161,310,144,89.44%,17,00:00:34,00:02:49,00:05:00,53.13%,Rep08
36,295,34,94.44%,2,00:00:20,00:02:05,00:01:57,72.22%,Rep09
147,81,136,92.52%,11,00:00:17,00:02:55,00:03:15,76.71%,Rep03
131,296,130,99.24%,1,00:00:18,00:02:47,00:03:18,76.92%,Rep05
128,390,120,93.75%,8,00:00:22,00:02:47,00:01:54,68.25%,Rep08
136,127,119,87.50%,17,00:00:26,00:02:52,00:04:35,60.15%,Rep04
225,264,209,92.89%,16,00:00:19,00:02:29,00:04:06,76.02%,Rep09
167,305,151,90.42%,16,00:00:19,00:02:27,00:02:44,73.33%,Rep08
48,197,46,95.83%,2,00:00:16,00:02:26,00:02:38,78.72%,Rep04
232,285,204,87.93%,28,00:00:32,00:02:22,00:03:56,55.41%,Rep07
198,244,187,94.44%,11,00:00:27,00:02:48,00:03:13,60.20%,Rep07
171,157,163,95.32%,8,00:00:19,00:02:41,00:02:48,69.41%,Rep06
180,222,173,96.11%,7,00:00:31,00:02:49,00:08:13,72.22%,Rep02
192,64,175,91.15%,17,00:00:26,00:03:01,00:03:40,61.58%,Rep09
194,295,180,92.78%,14,00:00:25,00:02:50,00:04:03,68.39%,Rep01
37,245,27,72.97%,10,00:00:35,00:02:53,00:02:58,50.00%,Rep06
180,115,169,93.89%,11,00:00:23,00:02:44,00:02:05,67.98%,Rep05
213,218,198,92.96%,15,00:00:16,00:02:47,00:06:21,77.25%,Rep05
251,266,239,95.22%,12,00:00:21,00:02:18,00:02:48,71.77%,Rep10
200,268,189,94.50%,11,00:00:19,00:02:53,00:04:36,76.26%,Rep02
214,118,205,95.79%,9,00:00:25,00:02:48,00:07:17,71.96%,Rep10
185,387,154,83.24%,31,00:00:47,00:02:56,00:03:16,35.91%,Rep06
49,67,46,93.88%,3,00:00:38,00:02:21,00:02:16,52.08%,Rep07
193,154,185,95.85%,8,00:00:21,00:02:51,00:03:57,75.79%,Rep08
195,63,184,94.36%,11,00:00:22,00:02:39,00:02:38,70.00%,Rep01
211,376,195,92.42%,16,00:00:34,00:02:51,00:04:31,56.94%,Rep10
200,90,190,95.00%,10,00:00:15,00:02:56,00:03:06,80.93%,Rep10
48,312,47,97.92%,1,00:00:15,00:03:13,00:02:58,81.25%,Rep07
164,108,159,96.95%,5,00:00:20,00:02:51,00:04:47,77.78%,Rep08
43,383,42,97.67%,1,00:00:14,00:02:32,00:02:34,83.72%,Rep06
236,154,223,94.49%,13,00:00:26,00:02:46,00:03:38,64.83%,Rep06
270,118,262,97.04%,8,00:00:15,00:02:36,00:02:08,83.21%,Rep05
304,336,262,86.18%,42,00:00:34,00:02:56,00:07:01,56.62%,Rep05
286,230,270,94.41%,16,00:00:20,00:02:48,00:03:06,71.48%,Rep10
317,364,284,89.59%,33,00:00:30,00:02:48,00:08:16,66.03%,Rep03
471,363,396,84.08%,75,00:00:59,00:02:41,00:05:29,30.80%,Rep06
48,294,44,91.67%,4,00:00:29,00:02:31,00:03:07,65.96%,Rep03
375,315,317,84.53%,58,00:00:43,00:02:52,00:05:06,40.87%,Rep05
327,96,309,94.50%,18,00:00:22,00:02:48,00:03:46,68.21%,Rep10
366,84,316,86.34%,50,00:00:37,00:02:44,00:05:11,53.74%,Rep09
121,375,105,86.78%,16,00:00:47,00:03:00,00:08:41,60.00%,Rep03
287,300,266,92.68%,21,00:00:34,00:03:06,00:04:08,59.72%,Rep08
298,160,277,92.95%,21,00:00:39,00:03:08,00:03:35,51.18%,Rep06
70,353,56,80.00%,14,00:00:46,00:03:23,00:05:08,45.71%,Rep10
287,268,255,88.85%,32,00:00:40,00:03:30,00:04:09,46.81%,Rep08
298,99,259,86.91%,39,00:00:30,00:03:14,00:07:15,57.97%,Rep09
347,318,317,91.35%,30,00:00:30,00:03:11,00:05:52,59.77%,Rep03
414,259,356,85.99%,58,00:00:43,00:03:27,00:15:32,47.15%,Rep06
406,242,362,89.16%,44,00:00:37,00:03:02,00:05:17,53.48%,Rep04
366,107,322,87.98%,44,00:00:35,00:03:03,00:11:12,57.06%,Rep10
68,326,64,94.12%,4,00:00:14,00:02:58,00:02:04,82.35%,Rep04
350,167,320,91.43%,30,00:00:37,00:03:13,00:05:39,54.18%,Rep02
437,76,352,80.55%,85,00:00:52,00:03:01,00:09:33,41.26%,Rep04
484,396,438,90.50%,46,00:00:45,00:02:57,00:05:47,44.79%,Rep09
405,120,368,90.86%,37,00:00:35,00:03:09,00:05:41,58.10%,Rep04
570,155,368,64.56%,202,00:01:11,00:03:24,00:25:51,23.54%,Rep06
424,102,384,90.57%,40,00:00:49,00:03:14,00:08:56,39.52%,Rep04
60,42,57,95.00%,3,00:00:32,00:03:19,00:03:00,55.93%,Rep07
497,294,442,88.93%,55,00:00:48,00:01:36,00:10:45,57.58%,Rep04
429,399,378,88.11%,51,00:00:37,00:02:05,00:10:55,55.29%,Rep03
499,118,388,77.76%,111,00:00:54,00:02:15,00:16:59,47.76%,Rep10
510,352,434,85.10%,76,00:00:48,00:03:29,00:10:21,42.19%,Rep02
549,199,458,83.42%,91,00:01:13,00:03:35,00:09:12,29.07%,Rep06
590,163,444,75.25%,146,00:01:23,00:03:34,00:08:58,19.03%,Rep10
137,219,120,87.59%,17,00:00:58,00:03:11,00:05:22,33.09%,Rep02
598,351,476,79.60%,122,00:00:58,00:03:39,00:08:45,32.03%,Rep08
231,140,180,77.92%,51,00:01:04,00:03:33,00:09:07,33.78%,Rep02
724,255,362,50.00%,362,00:02:01,00:03:55,00:12:18,11.66%,Rep02
732,328,367,50.14%,365,00:02:48,00:02:52,00:16:38,8.09%,Rep07
582,324,301,51.72%,281,00:02:41,00:04:13,00:21:42,12.08%,Rep06
621,52,344,55.39%,277,00:02:07,00:03:29,00:12:24,14.47%,Rep09
116,261,106,91.38%,10,00:00:34,00:04:23,00:04:44,62.93%,Rep07
533,259,300,56.29%,233,00:02:12,00:04:03,00:12:24,12.55%,Rep10
416,240,322,77.40%,94,00:01:04,00:03:34,00:06:12,38.59%,Rep05
415,384,259,62.41%,156,00:02:10,00:03:57,00:13:38,17.89%,Rep03
433,248,289,66.74%,144,00:01:42,00:03:28,00:13:12,22.95%,Rep09
454,378,284,62.56%,170,00:01:53,00:03:34,00:19:22,24.44%,Rep04
244,281,195,79.92%,49,00:01:25,00:03:51,00:11:22,36.67%,Rep04
51,153,48,94.12%,3,00:00:14,00:03:26,00:03:21,84.31%,Rep09
202,158,176,87.13%,26,00:00:24,00:03:42,00:05:28,67.16%,Rep01
128,77,118,92.19%,10,00:00:30,00:03:42,00:07:53,74.02%,Rep01
102,386,100,98.04%,2,00:00:14,00:03:32,00:03:09,85.29%,Rep05
201,232,169,84.08%,32,00:00:32,00:03:25,00:06:12,58.08%,Rep09
261,274,195,74.71%,66,00:01:01,00:03:27,00:07:55,37.98%,Rep05
201,351,173,86.07%,28,00:00:41,00:03:15,00:06:50,59.50%,Rep08
64,369,61,95.31%,3,00:00:09,00:03:15,00:02:23,92.06%,Rep01
200,128,168,84.00%,32,00:00:51,00:03:23,00:06:46,48.74%,Rep05
158,234,148,93.67%,10,00:00:30,00:03:17,00:04:08,56.69%,Rep10
174,274,155,89.08%,19,00:00:26,00:03:01,00:05:10,62.35%,Rep05
67,102,64,95.52%,3,00:00:26,00:03:31,00:04:58,71.21%,Rep06
24,378,23,95.83%,1,00:00:23,00:02:50,00:02:01,75.00%,Rep04
106,93,92,86.79%,14,00:00:44,00:03:03,00:05:04,45.63%,Rep10
52,59,50,96.15%,2,00:00:11,00:03:19,00:01:24,88.46%,Rep04
223,200,203,91.03%,20,00:00:31,00:03:18,00:04:11,62.10%,Rep01
274,59,233,85.04%,41,00:00:48,00:03:27,00:05:10,36.06%,Rep05
280,308,263,93.93%,17,00:00:23,00:03:13,00:03:50,67.64%,Rep06
534,259,468,87.64%,66,00:00:30,00:02:46,00:04:39,57.47%,Rep03
315,224,300,95.24%,15,00:00:24,00:03:11,00:02:50,70.23%,Rep05
122,134,113,92.62%,9,00:00:20,00:02:58,00:02:19,76.67%,Rep09
63,383,60,95.24%,3,00:00:21,00:02:51,00:02:52,74.19%,Rep10
402,297,368,91.54%,34,00:00:32,00:03:07,00:03:06,54.18%,Rep03
413,323,370,89.59%,43,00:00:29,00:03:10,00:03:22,58.42%,Rep06
389,386,346,88.95%,43,00:00:36,00:03:21,00:05:10,49.87%,Rep07
495,46,308,62.22%,187,00:01:31,00:03:25,00:16:35,18.56%,Rep09
712,361,340,47.75%,372,00:02:00,00:03:26,00:16:25,12.26%,Rep05
1057,197,602,56.95%,455,00:01:44,00:02:33,00:12:24,11.49%,Rep03
620,170,321,51.77%,299,00:02:42,00:03:13,00:16:34,10.87%,Rep05
1575,139,871,55.30%,704,00:01:32,00:02:33,00:22:45,13.93%,Rep06
1349,63,775,57.45%,574,00:01:46,00:03:10,00:15:53,12.16%,Rep08
999,270,454,45.45%,545,00:02:48,00:03:14,00:13:24,4.07%,Rep10
968,226,547,56.51%,421,00:02:26,00:03:18,00:14:13,11.71%,Rep01
1066,349,453,42.50%,613,00:05:04,00:03:39,00:22:37,2.24%,Rep03
788,228,633,80.33%,155,00:01:13,00:03:23,00:12:26,20.88%,Rep02
252,81,213,84.52%,39,00:00:53,00:03:31,00:08:17,44.08%,Rep03
842,48,625,74.23%,217,00:01:11,00:03:10,00:14:28,26.93%,Rep01
847,322,722,85.24%,125,00:00:54,00:03:04,00:08:05,33.49%,Rep02
800,363,615,76.88%,185,00:01:07,00:03:25,00:07:24,23.98%,Rep04
1100,400,823,74.82%,277,00:01:08,00:03:18,00:15:31,29.65%,Rep05
1242,222,909,73.19%,333,00:01:23,00:03:04,00:11:11,19.00%,Rep10
732,119,460,62.84%,272,00:01:31,00:03:12,00:10:29,17.92%,Rep03
112,400,104,92.86%,8,00:00:34,00:03:21,00:04:13,56.36%,Rep08
482,229,434,90.04%,48,00:00:41,00:03:01,00:11:01,47.44%,Rep03
570,385,484,84.91%,86,00:00:51,00:03:07,00:11:48,36.90%,Rep02
490,371,398,81.22%,92,00:00:50,00:03:17,00:21:44,36.10%,Rep04
462,389,311,67.32%,151,00:01:11,00:03:17,00:08:50,26.34%,Rep02
428,367,373,87.15%,55,00:00:40,00:02:58,00:07:01,50.60%,Rep09
393,72,312,79.39%,81,00:01:02,00:03:16,00:08:16,31.40%,Rep08
58,63,50,86.21%,8,00:00:29,00:03:04,00:03:06,67.24%,Rep09
316,320,279,88.29%,37,00:00:40,00:02:58,00:03:31,44.16%,Rep08
298,242,274,91.95%,24,00:00:30,00:02:59,00:03:02,55.78%,Rep08
308,97,275,89.29%,33,00:00:40,00:02:56,00:06:54,51.63%,Rep03
259,40,242,93.44%,17,00:00:16,00:02:54,00:04:09,78.26%,Rep02
464,319,391,84.27%,73,00:00:55,00:03:31,00:05:13,35.45%,Rep05
302,149,275,91.06%,27,00:00:30,00:03:02,00:09:54,56.04%,Rep07
47,240,45,95.74%,2,00:00:12,00:02:41,00:02:37,85.11%,Rep04
293,97,279,95.22%,14,00:00:22,00:02:53,00:02:57,67.47%,Rep06
245,77,225,91.84%,20,00:00:18,00:02:55,00:04:11,73.55%,Rep01
295,130,227,76.95%,68,00:00:48,00:03:19,00:05:42,44.79%,Rep05
205,376,196,95.61%,9,00:00:20,00:03:06,00:05:10,73.66%,Rep06
249,364,215,86.35%,34,00:00:40,00:02:58,00:24:51,46.09%,Rep02
236,164,213,90.25%,23,00:00:26,00:03:14,00:03:54,63.36%,Rep08
39,192,39,100.00%,0,00:00:14,00:02:30,00:02:27,87.18%,Rep02
208,261,194,93.27%,14,00:00:17,00:02:54,00:02:59,76.96%,Rep05
39,205,38,97.44%,1,00:00:04,00:02:21,00:01:02,94.87%,Rep08
115,382,110,95.65%,5,00:00:08,00:02:46,00:04:12,90.43%,Rep03
338,194,308,91.12%,30,00:00:27,00:02:50,00:04:11,63.10%,Rep10
404,109,320,79.21%,84,00:00:45,00:02:58,00:11:53,51.39%,Rep02
436,247,393,90.14%,43,00:00:26,00:02:51,00:06:13,65.26%,Rep09
73,107,72,98.63%,1,00:00:07,00:02:46,00:01:43,93.15%,Rep04
521,192,492,94.43%,29,00:00:17,00:02:45,00:03:23,78.94%,Rep08
648,366,564,87.04%,84,00:00:27,00:02:46,00:05:25,61.36%,Rep07
729,258,592,81.21%,137,00:00:55,00:02:53,00:07:29,35.83%,Rep07
1196,229,718,60.03%,478,00:01:52,00:03:09,00:11:06,14.62%,Rep05
436,228,323,74.08%,113,00:00:44,00:03:02,00:06:12,43.75%,Rep03
191,93,178,93.19%,13,00:00:16,00:02:51,00:04:08,80.53%,Rep02
68,41,68,100.00%,0,00:00:05,00:02:56,00:01:39,98.53%,Rep10
498,314,429,86.14%,69,00:00:34,00:03:09,00:04:12,50.71%,Rep02
358,61,329,91.90%,29,00:00:21,00:03:03,00:02:15,66.95%,Rep10
340,237,302,88.82%,38,00:00:24,00:02:50,00:05:10,65.67%,Rep05
322,201,306,95.03%,16,00:00:16,00:02:39,00:06:17,77.74%,Rep09
296,321,282,95.27%,14,00:00:18,00:02:37,00:02:45,76.53%,Rep07
264,107,234,88.64%,30,00:00:20,00:02:34,00:04:54,69.88%,Rep01
52,45,51,98.08%,1,00:00:06,00:02:36,00:01:05,94.12%,Rep06
266,196,264,99.25%,2,00:00:09,00:02:39,00:02:01,90.98%,Rep02
242,318,238,98.35%,4,00:00:09,00:02:45,00:02:30,90.46%,Rep01
241,368,228,94.61%,13,00:00:19,00:02:48,00:06:08,79.58%,Rep08
279,73,269,96.42%,10,00:00:08,00:02:43,00:03:07,91.30%,Rep08
73,58,72,98.63%,1,00:00:08,00:03:04,00:02:10,91.78%,Rep03
226,198,218,96.46%,8,00:00:08,00:02:54,00:02:47,91.86%,Rep03
43,56,42,97.67%,1,00:00:11,00:02:38,00:01:17,83.72%,Rep06
311,217,255,81.99%,56,00:00:45,00:02:55,00:04:50,47.18%,Rep09
251,147,210,83.67%,41,00:00:26,00:02:54,00:09:18,63.52%,Rep05
339,320,313,92.33%,26,00:00:12,00:02:02,00:06:41,82.09%,Rep02
323,259,261,80.80%,62,00:00:41,00:02:57,00:09:27,53.99%,Rep07
289,216,265,91.70%,24,00:00:11,00:03:00,00:05:42,83.27%,Rep04
310,342,281,90.65%,29,00:00:15,00:02:41,00:02:57,79.12%,Rep10
33,164,31,93.94%,2,00:00:14,00:02:53,00:02:07,84.85%,Rep09
346,194,318,91.91%,28,00:00:12,00:02:36,00:03:32,82.49%,Rep03
325,339,285,87.69%,40,00:00:32,00:02:45,00:09:39,60.82%,Rep04
627,287,504,80.38%,123,00:00:37,00:03:20,00:19:42,56.93%,Rep06
905,65,631,69.72%,274,00:01:23,00:03:42,00:12:04,25.68%,Rep09
1141,120,610,53.46%,531,00:01:46,00:03:12,00:25:51,14.55%,Rep02
863,119,511,59.21%,352,00:02:07,00:03:03,00:15:43,12.13%,Rep03
63,266,56,88.89%,7,00:00:16,00:02:31,00:04:08,70.97%,Rep06
573,207,487,84.99%,86,00:00:56,00:02:45,00:05:43,34.99%,Rep06
391,179,323,82.61%,68,00:00:46,00:03:08,00:08:16,42.71%,Rep03
526,193,355,67.49%,171,00:01:29,00:03:50,00:18:47,22.40%,Rep04
343,177,309,90.09%,34,00:00:39,00:03:24,00:05:10,48.82%,Rep09
401,131,346,86.28%,55,00:00:41,00:03:13,00:05:10,44.27%,Rep10
281,323,239,85.05%,42,00:00:41,00:03:07,00:03:20,42.55%,Rep07
46,84,39,84.78%,7,00:00:11,00:03:09,00:04:09,80.43%,Rep08
357,188,323,90.48%,34,00:00:32,00:03:08,00:07:14,60.91%,Rep06
280,347,255,91.07%,25,00:00:34,00:03:02,00:03:31,52.90%,Rep07
258,69,247,95.74%,11,00:00:25,00:02:57,00:04:12,70.20%,Rep09
282,54,255,90.43%,27,00:00:18,00:02:47,00:04:09,74.73%,Rep03
253,67,240,94.86%,13,00:00:18,00:02:41,00:06:11,75.20%,Rep10
266,309,232,87.22%,34,00:00:37,00:02:49,00:06:11,57.59%,Rep06
30,48,29,96.67%,1,00:00:10,00:03:21,00:00:49,90.00%,Rep10
258,263,230,89.15%,28,00:00:33,00:03:01,00:04:14,53.54%,Rep07
293,170,282,96.25%,11,00:00:23,00:02:39,00:02:38,70.24%,Rep06
377,365,341,90.45%,36,00:00:20,00:02:21,00:03:09,68.28%,Rep01
196,111,182,92.86%,14,00:00:28,00:02:37,00:02:54,61.86%,Rep02
192,367,173,90.10%,19,00:00:33,00:02:44,00:06:39,61.78%,Rep01
185,166,178,96.22%,7,00:00:17,00:02:46,00:03:09,77.72%,Rep06
27,327,25,92.59%,2,00:00:18,00:02:09,00:03:07,74.07%,Rep08
222,224,214,96.40%,8,00:00:18,00:02:57,00:06:12,74.66%,Rep01
217,154,198,91.24%,19,00:00:09,00:02:43,00:02:57,88.83%,Rep09
204,144,197,96.57%,7,00:00:17,00:02:40,00:03:50,79.70%,Rep05
191,171,181,94.76%,10,00:00:12,00:02:46,00:04:44,87.23%,Rep05
176,309,157,89.20%,19,00:00:17,00:02:51,00:04:08,73.53%,Rep05
176,140,163,92.61%,13,00:00:24,00:03:11,00:03:07,64.16%,Rep01
26,254,26,100.00%,0,00:00:24,00:03:03,00:01:57,69.23%,Rep05
170,280,167,98.24%,3,00:00:16,00:02:47,00:02:08,79.41%,Rep09
154,302,147,95.45%,7,00:00:21,00:03:02,00:03:47,75.16%,Rep10
165,113,152,92.12%,13,00:00:17,00:02:58,00:03:40,80.75%,Rep09
153,66,143,93.46%,10,00:00:19,00:03:05,00:03:15,77.63%,Rep05
175,91,169,96.57%,6,00:00:11,00:02:17,00:02:12,85.63%,Rep08
241,368,214,88.80%,27,00:00:29,00:03:00,00:14:33,66.23%,Rep01
14,304,14,100.00%,0,00:00:16,00:02:46,00:01:27,85.71%,Rep01
57,175,55,96.49%,2,00:00:12,00:02:35,00:02:07,85.96%,Rep08
954,130,644,67.51%,310,00:01:14,00:02:05,00:11:12,26.33%,Rep01
374,260,344,91.98%,30,00:00:28,00:03:03,00:08:52,61.85%,Rep07
265,309,245,92.45%,20,00:00:31,00:03:05,00:03:21,56.70%,Rep04
222,54,205,92.34%,17,00:00:20,00:03:12,00:02:10,72.69%,Rep10
203,309,192,94.58%,11,00:00:27,00:03:04,00:04:07,68.66%,Rep04
33,338,31,93.94%,2,00:00:29,00:02:15,00:05:43,78.13%,Rep03
220,142,195,88.64%,25,00:00:28,00:02:45,00:03:06,59.62%,Rep03
185,238,177,95.68%,8,00:00:16,00:02:33,00:03:08,80.11%,Rep01
203,148,172,84.73%,31,00:00:34,00:02:53,00:05:06,52.79%,Rep07
218,122,193,88.53%,25,00:00:34,00:02:58,00:07:34,61.97%,Rep06
204,316,194,95.10%,10,00:00:16,00:02:52,00:03:06,81.31%,Rep04
242,324,211,87.19%,31,00:00:44,00:02:57,00:06:08,47.70%,Rep06
29,220,29,100.00%,0,00:00:08,00:02:40,00:00:44,89.66%,Rep07
171,393,163,95.32%,8,00:00:24,00:02:58,00:03:19,69.23%,Rep02
190,86,166,87.37%,24,00:00:46,00:02:59,00:09:20,42.25%,Rep01
221,99,196,88.69%,25,00:00:33,00:02:57,00:05:25,53.67%,Rep06
297,134,241,81.14%,56,00:00:49,00:03:11,00:06:52,44.83%,Rep10
233,347,214,91.85%,19,00:00:26,00:02:49,00:03:53,62.50%,Rep05
198,378,191,96.46%,7,00:00:14,00:03:01,00:02:09,82.74%,Rep04
15,68,15,100.00%,0,00:00:04,00:03:19,00:00:14,100.00%,Rep10
27,214,25,92.59%,2,00:00:08,00:02:34,00:02:04,88.89%,Rep02
7,106,6,85.71%,1,00:00:03,00:04:48,00:00:31,85.71%,Rep05
169,73,144,85.21%,25,00:00:33,00:02:36,00:08:31,56.36%,Rep03
224,55,206,91.96%,18,00:00:20,00:02:35,00:02:26,70.72%,Rep02
170,303,160,94.12%,10,00:00:28,00:03:01,00:05:10,62.35%,Rep03
161,393,149,92.55%,12,00:00:24,00:03:08,00:02:34,68.13%,Rep02
37,138,35,94.59%,2,00:00:12,00:02:48,00:01:03,80.56%,Rep02
183,88,169,92.35%,14,00:00:32,00:02:58,00:04:28,59.89%,Rep04
221,195,206,93.21%,15,00:00:30,00:02:54,00:04:23,58.18%,Rep02
202,74,193,95.54%,9,00:00:18,00:02:53,00:02:48,75.38%,Rep03
193,169,163,84.46%,30,00:00:36,00:03:12,00:05:12,53.40%,Rep01
201,398,196,97.51%,5,00:00:10,00:02:43,00:02:32,89.00%,Rep03
193,84,180,93.26%,13,00:00:21,00:02:42,00:03:17,73.16%,Rep08
27,372,25,92.59%,2,00:00:25,00:02:03,00:02:07,66.67%,Rep04
227,383,206,90.75%,21,00:00:29,00:03:01,00:04:26,66.67%,Rep03
225,241,199,88.44%,26,00:00:35,00:02:58,00:05:19,52.68%,Rep04
204,172,193,94.61%,11,00:00:33,00:02:39,00:05:21,58.82%,Rep10
221,221,194,87.78%,27,00:00:29,00:02:48,00:05:05,60.73%,Rep10
172,287,154,89.53%,18,00:00:34,00:03:09,00:03:06,54.17%,Rep07
161,251,150,93.17%,11,00:00:36,00:02:51,00:05:53,52.80%,Rep10
17,209,14,82.35%,3,00:00:47,00:03:08,00:02:52,41.18%,Rep06
168,176,145,86.31%,23,00:00:38,00:02:57,00:04:08,50.61%,Rep09
160,111,142,88.75%,18,00:00:33,00:02:44,00:09:18,54.14%,Rep10
185,201,159,85.95%,26,00:00:41,00:02:56,00:05:43,42.70%,Rep01
155,142,146,94.19%,9,00:00:28,00:02:49,00:03:27,65.16%,Rep10
188,256,172,91.49%,16,00:00:28,00:02:39,00:03:04,59.78%,Rep10
152,213,120,78.95%,32,00:00:29,00:02:54,00:06:35,53.06%,Rep05
26,127,26,100.00%,0,00:00:17,00:03:01,00:01:18,80.77%,Rep04
152,286,140,92.11%,12,00:00:21,00:02:58,00:06:40,70.67%,Rep09
130,187,125,96.15%,5,00:00:08,00:02:39,00:01:02,92.00%,Rep02
191,285,187,97.91%,4,00:00:18,00:02:33,00:02:53,83.07%,Rep06
254,400,227,89.37%,27,00:00:33,00:02:57,00:04:35,56.57%,Rep08
213,75,188,88.26%,25,00:00:30,00:02:52,00:05:10,54.81%,Rep07
176,340,151,85.80%,25,00:00:32,00:02:45,00:06:12,55.75%,Rep01
61,130,59,96.72%,2,00:00:16,00:01:31,00:03:06,80.33%,Rep03
166,191,154,92.77%,12,00:00:28,00:02:56,00:03:16,61.82%,Rep01
191,225,172,90.05%,19,00:00:21,00:02:40,00:03:23,73.77%,Rep05
171,345,157,91.81%,14,00:00:19,00:02:34,00:02:07,72.62%,Rep07
153,181,124,81.05%,29,00:00:50,00:03:04,00:06:01,45.33%,Rep03
